Vrus taxid	Virus name	Virus refseq 	Host tax id	Host name	Host refseq id	pmid	Evidence	Based on
1124655	Escherichia phage TL-2011c	NC_019442.1	1151219	Escherichia coli B29-1		27533034	tRNAs	articles
1147153	Enterobacteria phage mEpX1	NC_019709.1	1151219	Escherichia coli B29-1		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1151219	Escherichia coli B29-1		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1151219	Escherichia coli B29-1		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1151219	Escherichia coli B29-1		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1151219	Escherichia coli B29-1		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1151219	Escherichia coli B29-1		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1151220	Escherichia coli B29-2		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1151220	Escherichia coli B29-2		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1151220	Escherichia coli B29-2		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1151220	Escherichia coli B29-2		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1151220	Escherichia coli B29-2		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1151220	Escherichia coli B29-2		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1151220	Escherichia coli B29-2		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1151220	Escherichia coli B29-2		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1151221	Escherichia coli B36-1		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1151221	Escherichia coli B36-1		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1151221	Escherichia coli B36-1		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1151221	Escherichia coli B36-1		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1151221	Escherichia coli B36-1		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1151221	Escherichia coli B36-1		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1151221	Escherichia coli B36-1		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1151221	Escherichia coli B36-1		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1151222	Escherichia coli B36-2		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1151222	Escherichia coli B36-2		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1151222	Escherichia coli B36-2		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1151222	Escherichia coli B36-2		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1151222	Escherichia coli B36-2		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1151222	Escherichia coli B36-2		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1151222	Escherichia coli B36-2		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1151222	Escherichia coli B36-2		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1151227	Escherichia coli B40-1		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1151227	Escherichia coli B40-1		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1151227	Escherichia coli B40-1		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1151227	Escherichia coli B40-1		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1151227	Escherichia coli B40-1		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1151227	Escherichia coli B40-1		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1151227	Escherichia coli B40-1		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1151227	Escherichia coli B40-1		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1151228	Escherichia coli B40-2		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1151228	Escherichia coli B40-2		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1151228	Escherichia coli B40-2		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1151228	Escherichia coli B40-2		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1151228	Escherichia coli B40-2		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1151228	Escherichia coli B40-2		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1151228	Escherichia coli B40-2		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1151228	Escherichia coli B40-2		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1151246	Escherichia coli B49-2		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1151246	Escherichia coli B49-2		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1151246	Escherichia coli B49-2		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1151246	Escherichia coli B49-2		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1151246	Escherichia coli B49-2		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1151246	Escherichia coli B49-2		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1151246	Escherichia coli B49-2		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1151246	Escherichia coli B49-2		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1151224	Escherichia coli B5-2		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1151224	Escherichia coli B5-2		27533034	tRNAs	articles
1147153	Enterobacteria phage mEpX1	NC_019709.1	1151224	Escherichia coli B5-2		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1151224	Escherichia coli B5-2		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1151224	Escherichia coli B5-2		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1151224	Escherichia coli B5-2		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1151224	Escherichia coli B5-2		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1151224	Escherichia coli B5-2		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1151224	Escherichia coli B5-2		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1151215	Escherichia coli B7-1		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1151215	Escherichia coli B7-1		27533034	tRNAs	articles
1147153	Enterobacteria phage mEpX1	NC_019709.1	1151215	Escherichia coli B7-1		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1151215	Escherichia coli B7-1		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1151215	Escherichia coli B7-1		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1151215	Escherichia coli B7-1		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1151215	Escherichia coli B7-1		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1151215	Escherichia coli B7-1		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1151216	Escherichia coli B7-2		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1151216	Escherichia coli B7-2		27533034	tRNAs	articles
1147153	Enterobacteria phage mEpX1	NC_019709.1	1151216	Escherichia coli B7-2		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1151216	Escherichia coli B7-2		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1151216	Escherichia coli B7-2		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1151216	Escherichia coli B7-2		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1151216	Escherichia coli B7-2		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1151216	Escherichia coli B7-2		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	340184	Escherichia coli B7A		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	340184	Escherichia coli B7A		27533034	tRNAs	articles
1147153	Enterobacteria phage mEpX1	NC_019709.1	340184	Escherichia coli B7A		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	340184	Escherichia coli B7A		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	340184	Escherichia coli B7A		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	340184	Escherichia coli B7A		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	340184	Escherichia coli B7A		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	340184	Escherichia coli B7A		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1151239	Escherichia coli B83		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1151239	Escherichia coli B83		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1151239	Escherichia coli B83		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1151239	Escherichia coli B83		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1151239	Escherichia coli B83		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1151239	Escherichia coli B83		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1151239	Escherichia coli B83		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1151239	Escherichia coli B83		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1151240	Escherichia coli B84		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1151241	Escherichia coli B85		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1151241	Escherichia coli B85		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1151241	Escherichia coli B85		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1151241	Escherichia coli B85		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1151241	Escherichia coli B85		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1151241	Escherichia coli B85		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1151241	Escherichia coli B85		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1151241	Escherichia coli B85		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1151242	Escherichia coli B86		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1151242	Escherichia coli B86		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1151242	Escherichia coli B86		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1151242	Escherichia coli B86		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1151242	Escherichia coli B86		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1151242	Escherichia coli B86		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1151242	Escherichia coli B86		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1151242	Escherichia coli B86		27533034	tRNAs	articles
1147153	Enterobacteria phage mEpX1	NC_019709.1	1151235	Escherichia coli B89		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1151235	Escherichia coli B89		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1151235	Escherichia coli B89		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1151235	Escherichia coli B89		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1151235	Escherichia coli B89		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1151235	Escherichia coli B89		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1151235	Escherichia coli B89		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1151236	Escherichia coli B90		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1151236	Escherichia coli B90		27533034	tRNAs	articles
1147153	Enterobacteria phage mEpX1	NC_019709.1	1151236	Escherichia coli B90		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1151236	Escherichia coli B90		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1151236	Escherichia coli B90		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1151236	Escherichia coli B90		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1151236	Escherichia coli B90		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1151236	Escherichia coli B90		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1151236	Escherichia coli B90		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1151231	Escherichia coli B93		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1151231	Escherichia coli B93		27533034	tRNAs	articles
1147153	Enterobacteria phage mEpX1	NC_019709.1	1151231	Escherichia coli B93		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1151231	Escherichia coli B93		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1151231	Escherichia coli B93		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1151231	Escherichia coli B93		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1151231	Escherichia coli B93		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1151231	Escherichia coli B93		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1151232	Escherichia coli B94		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1151232	Escherichia coli B94		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1151232	Escherichia coli B94		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1151232	Escherichia coli B94		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1151232	Escherichia coli B94		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1151232	Escherichia coli B94		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1151232	Escherichia coli B94		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1151232	Escherichia coli B94		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1151233	Escherichia coli B95		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1151233	Escherichia coli B95		27533034	tRNAs	articles
1147153	Enterobacteria phage mEpX1	NC_019709.1	1151233	Escherichia coli B95		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1151233	Escherichia coli B95		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1151233	Escherichia coli B95		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1151233	Escherichia coli B95		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1151233	Escherichia coli B95		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1151233	Escherichia coli B95		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1151233	Escherichia coli B95		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1116037	Escherichia coli BCE001_MS16		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1116037	Escherichia coli BCE001_MS16		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1116037	Escherichia coli BCE001_MS16		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1116037	Escherichia coli BCE001_MS16		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1116037	Escherichia coli BCE001_MS16		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1116037	Escherichia coli BCE001_MS16		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1116037	Escherichia coli BCE001_MS16		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1116037	Escherichia coli BCE001_MS16		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1116112	Escherichia coli BCE002_MS12		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1116112	Escherichia coli BCE002_MS12		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1116112	Escherichia coli BCE002_MS12		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1116112	Escherichia coli BCE002_MS12		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1116112	Escherichia coli BCE002_MS12		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1116112	Escherichia coli BCE002_MS12		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1116112	Escherichia coli BCE002_MS12		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1116112	Escherichia coli BCE002_MS12		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1125637	Escherichia coli BCE006_MS-23		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1125637	Escherichia coli BCE006_MS-23		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1125637	Escherichia coli BCE006_MS-23		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1125637	Escherichia coli BCE006_MS-23		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1125637	Escherichia coli BCE006_MS-23		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1125637	Escherichia coli BCE006_MS-23		27533034	tRNAs	articles
563769	Stx2-converting phage 1717	NC_011357.1	1125637	Escherichia coli BCE006_MS-23		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1125637	Escherichia coli BCE006_MS-23		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1116113	Escherichia coli BCE007_MS-11		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1116113	Escherichia coli BCE007_MS-11		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1116113	Escherichia coli BCE007_MS-11		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1116113	Escherichia coli BCE007_MS-11		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1116113	Escherichia coli BCE007_MS-11		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1116113	Escherichia coli BCE007_MS-11		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1116113	Escherichia coli BCE007_MS-11		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1116113	Escherichia coli BCE007_MS-11		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1116110	Escherichia coli BCE008_MS-01		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1116110	Escherichia coli BCE008_MS-01		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1116110	Escherichia coli BCE008_MS-01		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1116110	Escherichia coli BCE008_MS-01		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1116110	Escherichia coli BCE008_MS-01		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1116110	Escherichia coli BCE008_MS-01		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1116110	Escherichia coli BCE008_MS-01		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1116110	Escherichia coli BCE008_MS-01		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1116471	Escherichia coli BCE008_MS-13		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1116471	Escherichia coli BCE008_MS-13		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1116471	Escherichia coli BCE008_MS-13		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1116471	Escherichia coli BCE008_MS-13		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1116471	Escherichia coli BCE008_MS-13		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1116471	Escherichia coli BCE008_MS-13		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1116471	Escherichia coli BCE008_MS-13		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1116471	Escherichia coli BCE008_MS-13		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1116115	Escherichia coli BCE019_MS-13		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1116115	Escherichia coli BCE019_MS-13		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1116115	Escherichia coli BCE019_MS-13		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1116115	Escherichia coli BCE019_MS-13		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1116115	Escherichia coli BCE019_MS-13		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1116115	Escherichia coli BCE019_MS-13		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1116115	Escherichia coli BCE019_MS-13		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1116115	Escherichia coli BCE019_MS-13		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1116116	Escherichia coli BCE030_MS-09		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1116116	Escherichia coli BCE030_MS-09		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1116116	Escherichia coli BCE030_MS-09		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1116116	Escherichia coli BCE030_MS-09		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1116116	Escherichia coli BCE030_MS-09		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1116116	Escherichia coli BCE030_MS-09		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1116116	Escherichia coli BCE030_MS-09		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1116116	Escherichia coli BCE030_MS-09		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1116117	Escherichia coli BCE032_MS-12		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1116117	Escherichia coli BCE032_MS-12		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1116117	Escherichia coli BCE032_MS-12		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1116117	Escherichia coli BCE032_MS-12		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1116117	Escherichia coli BCE032_MS-12		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1116117	Escherichia coli BCE032_MS-12		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1116117	Escherichia coli BCE032_MS-12		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1116117	Escherichia coli BCE032_MS-12		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1116118	Escherichia coli BCE034_MS-14		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1116118	Escherichia coli BCE034_MS-14		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1116118	Escherichia coli BCE034_MS-14		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1116118	Escherichia coli BCE034_MS-14		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1116118	Escherichia coli BCE034_MS-14		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1116118	Escherichia coli BCE034_MS-14		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1116118	Escherichia coli BCE034_MS-14		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1116118	Escherichia coli BCE034_MS-14		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1328440	Escherichia coli BIDMC 15		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1328440	Escherichia coli BIDMC 15		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1328440	Escherichia coli BIDMC 15		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1328440	Escherichia coli BIDMC 15		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1328440	Escherichia coli BIDMC 15		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1328440	Escherichia coli BIDMC 15		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1328440	Escherichia coli BIDMC 15		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1328440	Escherichia coli BIDMC 15		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1328441	Escherichia coli BIDMC 17A		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1328441	Escherichia coli BIDMC 17A		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1328441	Escherichia coli BIDMC 17A		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1328441	Escherichia coli BIDMC 17A		27533034	tRNAs	articles
194949	Escherichia phage Stx2 II	NC_004914.2	1328441	Escherichia coli BIDMC 17A		27533034	tRNAs	articles
379329	Stx2-converting phage 86	NC_008464.1	1328441	Escherichia coli BIDMC 17A		27533034	tRNAs	articles
489779	Enterobacteria phage Min27	NC_010237.1	1328441	Escherichia coli BIDMC 17A		27533034	tRNAs	articles
97081	Enterobacteria phage VT2-Sakai	NC_000902.1	1328441	Escherichia coli BIDMC 17A		27533034	tRNAs	articles
10730	Enterobacteria phage 933W	NC_000924.1	1328442	Escherichia coli BIDMC 17B		27533034	tRNAs	articles
1124655	Escherichia phage TL-2011c	NC_019442.1	1328442	Escherichia coli BIDMC 17B		27533034	tRNAs	articles
1150869	Escherichia phage P13374	NC_018846.1	1328442	Escherichia coli BIDMC 17B		27533034	tRNAs	articles
180816	Stx2 converting phage I	NC_003525.1	1328442	Escherichia coli BIDMC 17B		27533034	tRNAs	articles
