Contigs id(VIRUS)	Sequence location	Host taxid	Host name	Refseq  host	sequence location	pmid	evidence
Gammaproteobacteria_gi_421829629_202_61012	26200428.fasta	1005491	Escherichia coli PA7			26200428	VirSorter
Gammaproteobacteria_gi_421830005	26200428.fasta	1005491	Escherichia coli PA7			26200428	VirSorter
Gammaproteobacteria_gi_421830262	26200428.fasta	1005491	Escherichia coli PA7			26200428	VirSorter
Gammaproteobacteria_gi_421830672	26200428.fasta	1005491	Escherichia coli PA7			26200428	VirSorter
Gammaproteobacteria_gi_421831595	26200428.fasta	1005491	Escherichia coli PA7			26200428	VirSorter
Gammaproteobacteria_gi_421831613	26200428.fasta	1005491	Escherichia coli PA7			26200428	VirSorter
Gammaproteobacteria_gi_421833224	26200428.fasta	1005491	Escherichia coli PA7			26200428	VirSorter
Gammaproteobacteria_gi_445016825	26200428.fasta	1005492	Escherichia coli PA8			26200428	VirSorter
Gammaproteobacteria_gi_445017384	26200428.fasta	1005492	Escherichia coli PA8			26200428	VirSorter
Gammaproteobacteria_gi_445017413	26200428.fasta	1005492	Escherichia coli PA8			26200428	VirSorter
Gammaproteobacteria_gi_445018261	26200428.fasta	1005492	Escherichia coli PA8			26200428	VirSorter
Gammaproteobacteria_gi_445018500_511_23458	26200428.fasta	1005492	Escherichia coli PA8			26200428	VirSorter
Gammaproteobacteria_gi_445018598	26200428.fasta	1005492	Escherichia coli PA8			26200428	VirSorter
Gammaproteobacteria_gi_445019002	26200428.fasta	1005492	Escherichia coli PA8			26200428	VirSorter
Gammaproteobacteria_gi_424126348	26200428.fasta	1005493	Escherichia coli PA9			26200428	VirSorter
Gammaproteobacteria_gi_424127174_245_28460	26200428.fasta	1005493	Escherichia coli PA9			26200428	VirSorter
Gammaproteobacteria_gi_424127493	26200428.fasta	1005493	Escherichia coli PA9			26200428	VirSorter
Gammaproteobacteria_gi_424128371	26200428.fasta	1005493	Escherichia coli PA9			26200428	VirSorter
Gammaproteobacteria_gi_424128674_162_23948	26200428.fasta	1005493	Escherichia coli PA9			26200428	VirSorter
Gammaproteobacteria_gi_424129067	26200428.fasta	1005493	Escherichia coli PA9			26200428	VirSorter
Gammaproteobacteria_gi_417308713_243408_280854	26200428.fasta	1001989	Escherichia coli PCN033			26200428	VirSorter
Gammaproteobacteria_gi_417310429_49152_82582	26200428.fasta	1001989	Escherichia coli PCN033			26200428	VirSorter
Gammaproteobacteria_gi_417311161	26200428.fasta	1001989	Escherichia coli PCN033			26200428	VirSorter
Gammaproteobacteria_gi_544574430_4384390_4414909	26200428.fasta	1382700	Escherichia coli PMV-1			26200428	VirSorter
Gammaproteobacteria_gi_544574430_4541333_4581880	26200428.fasta	1382700	Escherichia coli PMV-1			26200428	VirSorter
Gammaproteobacteria_gi_415836690_1265_37023	26200428.fasta	670899	Escherichia coli RN587/1			26200428	VirSorter
Gammaproteobacteria_gi_415836893	26200428.fasta	670899	Escherichia coli RN587/1			26200428	VirSorter
Gammaproteobacteria_gi_415837599_187352_221855	26200428.fasta	670899	Escherichia coli RN587/1			26200428	VirSorter
Gammaproteobacteria_gi_415840233_10958_47277	26200428.fasta	670899	Escherichia coli RN587/1			26200428	VirSorter
Gammaproteobacteria_gi_415841233	26200428.fasta	670899	Escherichia coli RN587/1			26200428	VirSorter
Gammaproteobacteria_gi_415842188_6764_34323	26200428.fasta	670899	Escherichia coli RN587/1			26200428	VirSorter
Gammaproteobacteria_gi_218556939_2169551_2205492	26200428.fasta	585035	Escherichia coli S88			26200428	VirSorter
Gammaproteobacteria_gi_218556939_4953627_4999443	26200428.fasta	585035	Escherichia coli S88			26200428	VirSorter
Gammaproteobacteria_gi_553728073_489_42604	26200428.fasta	1337384	Escherichia coli SCD1			26200428	VirSorter
Gammaproteobacteria_gi_553728353_5623_45353	26200428.fasta	1337384	Escherichia coli SCD1			26200428	VirSorter
Gammaproteobacteria_gi_553728873	26200428.fasta	1337385	Escherichia coli SCD2			26200428	VirSorter
Gammaproteobacteria_gi_553729057	26200428.fasta	1337385	Escherichia coli SCD2			26200428	VirSorter
Gammaproteobacteria_gi_419701209_89393_133350	26200428.fasta	1144302	Escherichia coli SCI-07			26200428	VirSorter
Gammaproteobacteria_gi_419703370_0_68180	26200428.fasta	1144302	Escherichia coli SCI-07			26200428	VirSorter
Gammaproteobacteria_gi_419703560	26200428.fasta	1144302	Escherichia coli SCI-07			26200428	VirSorter
Gammaproteobacteria_gi_209917191_2122868_2167371	26200428.fasta	409438	Escherichia coli SE11			26200428	VirSorter
Gammaproteobacteria_gi_209917191_2262800_2308985	26200428.fasta	409438	Escherichia coli SE11			26200428	VirSorter
Gammaproteobacteria_gi_209917191_2659697_2695610	26200428.fasta	409438	Escherichia coli SE11			26200428	VirSorter
Gammaproteobacteria_gi_450186470_25480_68528	26200428.fasta	1196033	Escherichia coli SEPT362			26200428	VirSorter
Gammaproteobacteria_gi_450197512	26200428.fasta	1196033	Escherichia coli SEPT362			26200428	VirSorter
Gammaproteobacteria_gi_170679574_4408908_4441946	26200428.fasta	439855	Escherichia coli SMS-3-5			26200428	VirSorter
Gammaproteobacteria_gi_416895606_406944_432062	26200428.fasta	754082	Escherichia coli STEC_7v			26200428	VirSorter
Gammaproteobacteria_gi_416896041_243073_270495	26200428.fasta	754082	Escherichia coli STEC_7v			26200428	VirSorter
Gammaproteobacteria_gi_416897276	26200428.fasta	754082	Escherichia coli STEC_7v			26200428	VirSorter
Gammaproteobacteria_gi_416897375	26200428.fasta	754082	Escherichia coli STEC_7v			26200428	VirSorter
Gammaproteobacteria_gi_416898115	26200428.fasta	754082	Escherichia coli STEC_7v			26200428	VirSorter
Gammaproteobacteria_gi_416898449_0_23621	26200428.fasta	754082	Escherichia coli STEC_7v			26200428	VirSorter
Gammaproteobacteria_gi_416898449_188977_230534	26200428.fasta	754082	Escherichia coli STEC_7v			26200428	VirSorter
Gammaproteobacteria_gi_416898449_367847_390607	26200428.fasta	754082	Escherichia coli STEC_7v			26200428	VirSorter
Gammaproteobacteria_gi_417601311	26200428.fasta	754083	Escherichia coli STEC_94C			26200428	VirSorter
Gammaproteobacteria_gi_417601766_360_39340	26200428.fasta	754083	Escherichia coli STEC_94C			26200428	VirSorter
Gammaproteobacteria_gi_417603250	26200428.fasta	754083	Escherichia coli STEC_94C			26200428	VirSorter
Gammaproteobacteria_gi_417579723_38873_79097	26200428.fasta	754084	Escherichia coli STEC_B2F1			26200428	VirSorter
Gammaproteobacteria_gi_417580651	26200428.fasta	754084	Escherichia coli STEC_B2F1			26200428	VirSorter
Gammaproteobacteria_gi_417580868	26200428.fasta	754084	Escherichia coli STEC_B2F1			26200428	VirSorter
Gammaproteobacteria_gi_417583472_68851_99801	26200428.fasta	754084	Escherichia coli STEC_B2F1			26200428	VirSorter
Gammaproteobacteria_gi_417584279	26200428.fasta	754085	Escherichia coli STEC_C165-02			26200428	VirSorter
Gammaproteobacteria_gi_417584302	26200428.fasta	754085	Escherichia coli STEC_C165-02			26200428	VirSorter
Gammaproteobacteria_gi_417584354	26200428.fasta	754085	Escherichia coli STEC_C165-02			26200428	VirSorter
Gammaproteobacteria_gi_417584388	26200428.fasta	754085	Escherichia coli STEC_C165-02			26200428	VirSorter
Gammaproteobacteria_gi_417585694	26200428.fasta	754085	Escherichia coli STEC_C165-02			26200428	VirSorter
Gammaproteobacteria_gi_417585741	26200428.fasta	754085	Escherichia coli STEC_C165-02			26200428	VirSorter
Gammaproteobacteria_gi_417585767_297_12774	26200428.fasta	754085	Escherichia coli STEC_C165-02			26200428	VirSorter
Gammaproteobacteria_gi_417586362_514221_532412	26200428.fasta	754085	Escherichia coli STEC_C165-02			26200428	VirSorter
Gammaproteobacteria_gi_417606203	26200428.fasta	754086	Escherichia coli STEC_DG131-3			26200428	VirSorter
Gammaproteobacteria_gi_417606544_36530_71013	26200428.fasta	754086	Escherichia coli STEC_DG131-3			26200428	VirSorter
Gammaproteobacteria_gi_417607234	26200428.fasta	754086	Escherichia coli STEC_DG131-3			26200428	VirSorter
Gammaproteobacteria_gi_417607608	26200428.fasta	754086	Escherichia coli STEC_DG131-3			26200428	VirSorter
Gammaproteobacteria_gi_417607938	26200428.fasta	754086	Escherichia coli STEC_DG131-3			26200428	VirSorter
Gammaproteobacteria_gi_417607968_76688_139844	26200428.fasta	754086	Escherichia coli STEC_DG131-3			26200428	VirSorter
Gammaproteobacteria_gi_417611714	26200428.fasta	754087	Escherichia coli STEC_EH250			26200428	VirSorter
Gammaproteobacteria_gi_417611737_74353_118076	26200428.fasta	754087	Escherichia coli STEC_EH250			26200428	VirSorter
Gammaproteobacteria_gi_417612102_44417_109338	26200428.fasta	754087	Escherichia coli STEC_EH250			26200428	VirSorter
Gammaproteobacteria_gi_417612559	26200428.fasta	754087	Escherichia coli STEC_EH250			26200428	VirSorter
Gammaproteobacteria_gi_417615901_254373_292104	26200428.fasta	754087	Escherichia coli STEC_EH250			26200428	VirSorter
Gammaproteobacteria_gi_417621513_299171_322330	26200428.fasta	754088	Escherichia coli STEC_H.1.8			26200428	VirSorter
Gammaproteobacteria_gi_417622762	26200428.fasta	754088	Escherichia coli STEC_H.1.8			26200428	VirSorter
Gammaproteobacteria_gi_417622844	26200428.fasta	754088	Escherichia coli STEC_H.1.8			26200428	VirSorter
Gammaproteobacteria_gi_417622875	26200428.fasta	754088	Escherichia coli STEC_H.1.8			26200428	VirSorter
Gammaproteobacteria_gi_417623676_0_22873	26200428.fasta	754088	Escherichia coli STEC_H.1.8			26200428	VirSorter
Gammaproteobacteria_gi_417626887	26200428.fasta	754088	Escherichia coli STEC_H.1.8			26200428	VirSorter
Gammaproteobacteria_gi_417628169	26200428.fasta	754089	Escherichia coli STEC_MHI813			26200428	VirSorter
Gammaproteobacteria_gi_417628228	26200428.fasta	754089	Escherichia coli STEC_MHI813			26200428	VirSorter
Gammaproteobacteria_gi_417665273_68989_91402	26200428.fasta	754081	Escherichia coli STEC_O31			26200428	VirSorter
Gammaproteobacteria_gi_417665361_285249_319090	26200428.fasta	754081	Escherichia coli STEC_O31			26200428	VirSorter
Gammaproteobacteria_gi_417666239	26200428.fasta	754081	Escherichia coli STEC_O31			26200428	VirSorter
Gammaproteobacteria_gi_417666299_319807_339805	26200428.fasta	754081	Escherichia coli STEC_O31			26200428	VirSorter
Gammaproteobacteria_gi_417666876	26200428.fasta	754081	Escherichia coli STEC_O31			26200428	VirSorter
Gammaproteobacteria_gi_417667264	26200428.fasta	754081	Escherichia coli STEC_O31			26200428	VirSorter
Gammaproteobacteria_gi_386627502_1300638_1376416	26200428.fasta	885276	Escherichia coli str. 'clone D i2'			26200428	VirSorter
Gammaproteobacteria_gi_170079663_1349791_1378744	26200428.fasta	316385	Escherichia coli str. K-12 substr. DH10B			26200428	VirSorter
Gammaproteobacteria_gi_487679961_1886772_1919488	26200428.fasta	1235805	Escherichia coli SWW33			26200428	VirSorter
Gammaproteobacteria_gi_487679961_47937_81777	26200428.fasta	1235805	Escherichia coli SWW33			26200428	VirSorter
Gammaproteobacteria_gi_545141615	26200428.fasta	1081891	Escherichia coli T1282_01			26200428	VirSorter
Gammaproteobacteria_gi_545141782	26200428.fasta	1081891	Escherichia coli T1282_01			26200428	VirSorter
Gammaproteobacteria_gi_545141967	26200428.fasta	1081896	Escherichia coli T1840_97			26200428	VirSorter
Gammaproteobacteria_gi_545142091_0_23628	26200428.fasta	1081896	Escherichia coli T1840_97			26200428	VirSorter
Gammaproteobacteria_gi_545142282	26200428.fasta	1081892	Escherichia coli T234_00			26200428	VirSorter
Gammaproteobacteria_gi_545142331	26200428.fasta	1081892	Escherichia coli T234_00			26200428	VirSorter
Gammaproteobacteria_gi_545142365_575_22213	26200428.fasta	1081892	Escherichia coli T234_00			26200428	VirSorter
Gammaproteobacteria_gi_545142398	26200428.fasta	1081892	Escherichia coli T234_00			26200428	VirSorter
Gammaproteobacteria_gi_545142611	26200428.fasta	1081893	Escherichia coli T924_01			26200428	VirSorter
Gammaproteobacteria_gi_545142693	26200428.fasta	1081893	Escherichia coli T924_01			26200428	VirSorter
Gammaproteobacteria_gi_545142702	26200428.fasta	1081893	Escherichia coli T924_01			26200428	VirSorter
Gammaproteobacteria_gi_422794165	26200428.fasta	656429	Escherichia coli TA007			26200428	VirSorter
Gammaproteobacteria_gi_422794449	26200428.fasta	656429	Escherichia coli TA007			26200428	VirSorter
Gammaproteobacteria_gi_422978459_57_35892	26200428.fasta	656435	Escherichia coli TA124			26200428	VirSorter
Gammaproteobacteria_gi_422979918	26200428.fasta	656435	Escherichia coli TA124			26200428	VirSorter
Gammaproteobacteria_gi_422980172	26200428.fasta	656435	Escherichia coli TA124			26200428	VirSorter
Gammaproteobacteria_gi_331665670_413901_452133	26200428.fasta	656437	Escherichia coli TA143			26200428	VirSorter
Gammaproteobacteria_gi_331667966	26200428.fasta	656443	Escherichia coli TA271			26200428	VirSorter
Gammaproteobacteria_gi_331675312_62852_95545	26200428.fasta	656444	Escherichia coli TA280			26200428	VirSorter
Gammaproteobacteria_gi_487641221_493365_523916	26200428.fasta	1116001	Escherichia coli ThroopD			26200428	VirSorter
Gammaproteobacteria_gi_487642170_29624_62538	26200428.fasta	1116001	Escherichia coli ThroopD			26200428	VirSorter
Gammaproteobacteria_gi_487642454_64356_98623	26200428.fasta	1116001	Escherichia coli ThroopD			26200428	VirSorter
Gammaproteobacteria_gi_487644005	26200428.fasta	1116001	Escherichia coli ThroopD			26200428	VirSorter
Gammaproteobacteria_gi_506551859	26200428.fasta	1286343	Escherichia coli TOP2386			26200428	VirSorter
Gammaproteobacteria_gi_506938251_4266_29004	26200428.fasta	1286343	Escherichia coli TOP2386			26200428	VirSorter
Gammaproteobacteria_gi_506938288	26200428.fasta	1286343	Escherichia coli TOP2386			26200428	VirSorter
Gammaproteobacteria_gi_506938026	26200428.fasta	1286344	Escherichia coli TOP2396-1			26200428	VirSorter
Gammaproteobacteria_gi_506937813_432_14097	26200428.fasta	1286345	Escherichia coli TOP2396-2			26200428	VirSorter
Gammaproteobacteria_gi_506937849	26200428.fasta	1286345	Escherichia coli TOP2396-2			26200428	VirSorter
Gammaproteobacteria_gi_506937851_4171_10351	26200428.fasta	1286345	Escherichia coli TOP2396-2			26200428	VirSorter
Gammaproteobacteria_gi_506937926	26200428.fasta	1286345	Escherichia coli TOP2396-2			26200428	VirSorter
Gammaproteobacteria_gi_506937161	26200428.fasta	1286346	Escherichia coli TOP2396-3			26200428	VirSorter
Gammaproteobacteria_gi_506937299_0_20476	26200428.fasta	1286346	Escherichia coli TOP2396-3			26200428	VirSorter
Gammaproteobacteria_gi_506937570	26200428.fasta	1286346	Escherichia coli TOP2396-3			26200428	VirSorter
Gammaproteobacteria_gi_506937596	26200428.fasta	1286346	Escherichia coli TOP2396-3			26200428	VirSorter
Gammaproteobacteria_gi_506858623	26200428.fasta	1286348	Escherichia coli TOP2522-1			26200428	VirSorter
Gammaproteobacteria_gi_506860722	26200428.fasta	1286348	Escherichia coli TOP2522-1			26200428	VirSorter
Gammaproteobacteria_gi_506862063	26200428.fasta	1286348	Escherichia coli TOP2522-1			26200428	VirSorter
Gammaproteobacteria_gi_506556785_101103_135086	26200428.fasta	1286350	Escherichia coli TOP2652			26200428	VirSorter
Gammaproteobacteria_gi_506557407	26200428.fasta	1286350	Escherichia coli TOP2652			26200428	VirSorter
Gammaproteobacteria_gi_506559702	26200428.fasta	1286350	Escherichia coli TOP2652			26200428	VirSorter
Gammaproteobacteria_gi_506848349	26200428.fasta	1286350	Escherichia coli TOP2652			26200428	VirSorter
Gammaproteobacteria_gi_506848693	26200428.fasta	1286350	Escherichia coli TOP2652			26200428	VirSorter
Gammaproteobacteria_gi_506848823	26200428.fasta	1286350	Escherichia coli TOP2652			26200428	VirSorter
Gammaproteobacteria_gi_506839582	26200428.fasta	1286351	Escherichia coli TOP2662-1			26200428	VirSorter
Gammaproteobacteria_gi_506839993	26200428.fasta	1286351	Escherichia coli TOP2662-1			26200428	VirSorter
Gammaproteobacteria_gi_506840746	26200428.fasta	1286351	Escherichia coli TOP2662-1			26200428	VirSorter
Gammaproteobacteria_gi_506828397	26200428.fasta	1286352	Escherichia coli TOP2662-2			26200428	VirSorter
Gammaproteobacteria_gi_506829090	26200428.fasta	1286352	Escherichia coli TOP2662-2			26200428	VirSorter
Gammaproteobacteria_gi_506829396	26200428.fasta	1286352	Escherichia coli TOP2662-2			26200428	VirSorter
Gammaproteobacteria_gi_506819832	26200428.fasta	1286353	Escherichia coli TOP2662-3			26200428	VirSorter
Gammaproteobacteria_gi_506821152	26200428.fasta	1286353	Escherichia coli TOP2662-3			26200428	VirSorter
Gammaproteobacteria_gi_506821236	26200428.fasta	1286353	Escherichia coli TOP2662-3			26200428	VirSorter
Gammaproteobacteria_gi_506812896	26200428.fasta	1286354	Escherichia coli TOP2662-4			26200428	VirSorter
Gammaproteobacteria_gi_506815212	26200428.fasta	1286354	Escherichia coli TOP2662-4			26200428	VirSorter
Gammaproteobacteria_gi_506815621	26200428.fasta	1286354	Escherichia coli TOP2662-4			26200428	VirSorter
Gammaproteobacteria_gi_506940668	26200428.fasta	1286333	Escherichia coli TOP291			26200428	VirSorter
Gammaproteobacteria_gi_506940344_0_29577	26200428.fasta	1286334	Escherichia coli TOP293-1			26200428	VirSorter
Gammaproteobacteria_gi_506940347_3065_18899	26200428.fasta	1286334	Escherichia coli TOP293-1			26200428	VirSorter
Gammaproteobacteria_gi_506940362_0_11994	26200428.fasta	1286334	Escherichia coli TOP293-1			26200428	VirSorter
Gammaproteobacteria_gi_506940403	26200428.fasta	1286334	Escherichia coli TOP293-1			26200428	VirSorter
Gammaproteobacteria_gi_506940407	26200428.fasta	1286334	Escherichia coli TOP293-1			26200428	VirSorter
Gammaproteobacteria_gi_506940117	26200428.fasta	1286335	Escherichia coli TOP293-2			26200428	VirSorter
Gammaproteobacteria_gi_506940197_22771_55383	26200428.fasta	1286335	Escherichia coli TOP293-2			26200428	VirSorter
Gammaproteobacteria_gi_506939814_28377_54799	26200428.fasta	1286336	Escherichia coli TOP293-3			26200428	VirSorter
Gammaproteobacteria_gi_506939868	26200428.fasta	1286336	Escherichia coli TOP293-3			26200428	VirSorter
Gammaproteobacteria_gi_506939273	26200428.fasta	1286337	Escherichia coli TOP293-4			26200428	VirSorter
Gammaproteobacteria_gi_506939308	26200428.fasta	1286337	Escherichia coli TOP293-4			26200428	VirSorter
Gammaproteobacteria_gi_506940959	26200428.fasta	1286331	Escherichia coli TOP382-2			26200428	VirSorter
Gammaproteobacteria_gi_506940795	26200428.fasta	1286332	Escherichia coli TOP382-3			26200428	VirSorter
Gammaproteobacteria_gi_506940807	26200428.fasta	1286332	Escherichia coli TOP382-3			26200428	VirSorter
Gammaproteobacteria_gi_506939174	26200428.fasta	1286338	Escherichia coli TOP498			26200428	VirSorter
Gammaproteobacteria_gi_506939188	26200428.fasta	1286338	Escherichia coli TOP498			26200428	VirSorter
Gammaproteobacteria_gi_506938837_13747_32014	26200428.fasta	1286339	Escherichia coli TOP550-1			26200428	VirSorter
Gammaproteobacteria_gi_506938914	26200428.fasta	1286339	Escherichia coli TOP550-1			26200428	VirSorter
Gammaproteobacteria_gi_506938694	26200428.fasta	1286340	Escherichia coli TOP550-2			26200428	VirSorter
Gammaproteobacteria_gi_506938696	26200428.fasta	1286340	Escherichia coli TOP550-2			26200428	VirSorter
Gammaproteobacteria_gi_506938697_4693_30485	26200428.fasta	1286340	Escherichia coli TOP550-2			26200428	VirSorter
Gammaproteobacteria_gi_506938746	26200428.fasta	1286340	Escherichia coli TOP550-2			26200428	VirSorter
Gammaproteobacteria_gi_506938569	26200428.fasta	1286341	Escherichia coli TOP550-3			26200428	VirSorter
Gammaproteobacteria_gi_506938600	26200428.fasta	1286341	Escherichia coli TOP550-3			26200428	VirSorter
Gammaproteobacteria_gi_506938508_6190_40082	26200428.fasta	1286342	Escherichia coli TOP550-4			26200428	VirSorter
Gammaproteobacteria_gi_506938511	26200428.fasta	1286342	Escherichia coli TOP550-4			26200428	VirSorter
Gammaproteobacteria_gi_506938520	26200428.fasta	1286342	Escherichia coli TOP550-4			26200428	VirSorter
Gammaproteobacteria_gi_425235206	26200428.fasta	1005555	Escherichia coli TT12B			26200428	VirSorter
Gammaproteobacteria_gi_425282135	26200428.fasta	1005564	Escherichia coli TW00353			26200428	VirSorter
Gammaproteobacteria_gi_425283117	26200428.fasta	1005564	Escherichia coli TW00353			26200428	VirSorter
Gammaproteobacteria_gi_425284288_24789_34808	26200428.fasta	1005564	Escherichia coli TW00353			26200428	VirSorter
Gammaproteobacteria_gi_425285792_850_11837	26200428.fasta	1005564	Escherichia coli TW00353			26200428	VirSorter
Gammaproteobacteria_gi_425286418	26200428.fasta	1005564	Escherichia coli TW00353			26200428	VirSorter
Gammaproteobacteria_gi_420280393	26200428.fasta	1005515	Escherichia coli TW06591			26200428	VirSorter
Gammaproteobacteria_gi_420280431	26200428.fasta	1005515	Escherichia coli TW06591			26200428	VirSorter
Gammaproteobacteria_gi_420280961	26200428.fasta	1005515	Escherichia coli TW06591			26200428	VirSorter
Gammaproteobacteria_gi_420281000	26200428.fasta	1005515	Escherichia coli TW06591			26200428	VirSorter
Gammaproteobacteria_gi_420281530	26200428.fasta	1005515	Escherichia coli TW06591			26200428	VirSorter
Gammaproteobacteria_gi_545139348	26200428.fasta	1105330	Escherichia coli TW07509			26200428	VirSorter
Gammaproteobacteria_gi_545139453	26200428.fasta	1105330	Escherichia coli TW07509			26200428	VirSorter
Gammaproteobacteria_gi_545139559_450788_488660	26200428.fasta	1105330	Escherichia coli TW07509			26200428	VirSorter
Gammaproteobacteria_gi_417287374_895739_928908	26200428.fasta	869693	Escherichia coli TW07793			26200428	VirSorter
Gammaproteobacteria_gi_417288245_1_73736	26200428.fasta	869693	Escherichia coli TW07793			26200428	VirSorter
Gammaproteobacteria_gi_424479264	26200428.fasta	1005516	Escherichia coli TW07945			26200428	VirSorter
Gammaproteobacteria_gi_424480067_247_29761	26200428.fasta	1005516	Escherichia coli TW07945			26200428	VirSorter
Gammaproteobacteria_gi_424481419_28242_49993	26200428.fasta	1005516	Escherichia coli TW07945			26200428	VirSorter
Gammaproteobacteria_gi_424481833	26200428.fasta	1005516	Escherichia coli TW07945			26200428	VirSorter
Gammaproteobacteria_gi_424485327	26200428.fasta	1005519	Escherichia coli TW09098			26200428	VirSorter
Gammaproteobacteria_gi_424486177_239_29682	26200428.fasta	1005519	Escherichia coli TW09098			26200428	VirSorter
Gammaproteobacteria_gi_424486506	26200428.fasta	1005519	Escherichia coli TW09098			26200428	VirSorter
Gammaproteobacteria_gi_424487559_56296_79102	26200428.fasta	1005519	Escherichia coli TW09098			26200428	VirSorter
Gammaproteobacteria_gi_424488000	26200428.fasta	1005519	Escherichia coli TW09098			26200428	VirSorter
Gammaproteobacteria_gi_424488024	26200428.fasta	1005519	Escherichia coli TW09098			26200428	VirSorter
Gammaproteobacteria_gi_420297349_35912_56786	26200428.fasta	1005520	Escherichia coli TW09109			26200428	VirSorter
Gammaproteobacteria_gi_420297425	26200428.fasta	1005520	Escherichia coli TW09109			26200428	VirSorter
Gammaproteobacteria_gi_420297591	26200428.fasta	1005520	Escherichia coli TW09109			26200428	VirSorter
Gammaproteobacteria_gi_420298022	26200428.fasta	1005520	Escherichia coli TW09109			26200428	VirSorter
Gammaproteobacteria_gi_420298407_0_67809	26200428.fasta	1005520	Escherichia coli TW09109			26200428	VirSorter
Gammaproteobacteria_gi_420298718_1845_40395	26200428.fasta	1005520	Escherichia coli TW09109			26200428	VirSorter
Gammaproteobacteria_gi_420298906	26200428.fasta	1005520	Escherichia coli TW09109			26200428	VirSorter
Gammaproteobacteria_gi_420298938_407419_445588	26200428.fasta	1005520	Escherichia coli TW09109			26200428	VirSorter
Gammaproteobacteria_gi_424490795	26200428.fasta	1005521	Escherichia coli TW09195			26200428	VirSorter
Gammaproteobacteria_gi_424490814	26200428.fasta	1005521	Escherichia coli TW09195			26200428	VirSorter
Gammaproteobacteria_gi_424491501	26200428.fasta	1005521	Escherichia coli TW09195			26200428	VirSorter
Gammaproteobacteria_gi_424494119_45549_69396	26200428.fasta	1005521	Escherichia coli TW09195			26200428	VirSorter
Gammaproteobacteria_gi_424494256	26200428.fasta	1005521	Escherichia coli TW09195			26200428	VirSorter
Gammaproteobacteria_gi_424497494	26200428.fasta	1005521	Escherichia coli TW09195			26200428	VirSorter
Gammaproteobacteria_gi_420302680	26200428.fasta	1005522	Escherichia coli TW10119			26200428	VirSorter
Gammaproteobacteria_gi_420303886	26200428.fasta	1005522	Escherichia coli TW10119			26200428	VirSorter
Gammaproteobacteria_gi_420304539	26200428.fasta	1005522	Escherichia coli TW10119			26200428	VirSorter
Gammaproteobacteria_gi_420304586_92390_123907	26200428.fasta	1005522	Escherichia coli TW10119			26200428	VirSorter
Gammaproteobacteria_gi_420304791_263083_293781	26200428.fasta	1005522	Escherichia coli TW10119			26200428	VirSorter
Gammaproteobacteria_gi_420285214	26200428.fasta	1005517	Escherichia coli TW10246			26200428	VirSorter
Gammaproteobacteria_gi_420285506	26200428.fasta	1005517	Escherichia coli TW10246			26200428	VirSorter
Gammaproteobacteria_gi_420287201	26200428.fasta	1005517	Escherichia coli TW10246			26200428	VirSorter
Gammaproteobacteria_gi_420287654	26200428.fasta	1005517	Escherichia coli TW10246			26200428	VirSorter
Gammaproteobacteria_gi_420287689	26200428.fasta	1005517	Escherichia coli TW10246			26200428	VirSorter
Gammaproteobacteria_gi_452239962_3915_27884	26200428.fasta	913091	Escherichia coli TW10598			26200428	VirSorter
Gammaproteobacteria_gi_452240516	26200428.fasta	913091	Escherichia coli TW10598			26200428	VirSorter
Gammaproteobacteria_gi_452241475_9521_21478	26200428.fasta	913091	Escherichia coli TW10598			26200428	VirSorter
Gammaproteobacteria_gi_452273295_79249_110491	26200428.fasta	913090	Escherichia coli TW10722			26200428	VirSorter
Gammaproteobacteria_gi_452273531_99206_117201	26200428.fasta	913090	Escherichia coli TW10722			26200428	VirSorter
Gammaproteobacteria_gi_452273597_260_23478	26200428.fasta	913090	Escherichia coli TW10722			26200428	VirSorter
Gammaproteobacteria_gi_452273801	26200428.fasta	913090	Escherichia coli TW10722			26200428	VirSorter
Gammaproteobacteria_gi_452274055_2214_18704	26200428.fasta	913090	Escherichia coli TW10722			26200428	VirSorter
Gammaproteobacteria_gi_452274130_4103_19361	26200428.fasta	913090	Escherichia coli TW10722			26200428	VirSorter
Gammaproteobacteria_gi_452274161	26200428.fasta	913090	Escherichia coli TW10722			26200428	VirSorter
Gammaproteobacteria_gi_452274193	26200428.fasta	913090	Escherichia coli TW10722			26200428	VirSorter
Gammaproteobacteria_gi_452274347	26200428.fasta	913090	Escherichia coli TW10722			26200428	VirSorter
Gammaproteobacteria_gi_452274443	26200428.fasta	913090	Escherichia coli TW10722			26200428	VirSorter
Gammaproteobacteria_gi_452274493	26200428.fasta	913090	Escherichia coli TW10722			26200428	VirSorter
Gammaproteobacteria_gi_452274683	26200428.fasta	913090	Escherichia coli TW10722			26200428	VirSorter
Gammaproteobacteria_gi_452274727	26200428.fasta	913090	Escherichia coli TW10722			26200428	VirSorter
Gammaproteobacteria_gi_452281549_587_18200	26200428.fasta	913089	Escherichia coli TW10828			26200428	VirSorter
Gammaproteobacteria_gi_452281869_39696_74191	26200428.fasta	913089	Escherichia coli TW10828			26200428	VirSorter
Gammaproteobacteria_gi_452282245	26200428.fasta	913089	Escherichia coli TW10828			26200428	VirSorter
Gammaproteobacteria_gi_420291234	26200428.fasta	1005518	Escherichia coli TW11039			26200428	VirSorter
Gammaproteobacteria_gi_420291368_9209_47629	26200428.fasta	1005518	Escherichia coli TW11039			26200428	VirSorter
